cdf062f76b472f311cf9d6ea1e58e2ec;1647271643.333752;1647271643.27927
d7fb9e579661bcdd7f9bb46e9441d7ad;1647271643.342018;1647271643.279727
6308bbc701964ebabeadf7689c70a916;1647271643.343602;1647271643.279937
333965ec4e0b7d2ef1c43d16a01f072c;1647271643.345035;1647271643.280216
d8377ea45c84e805df37c9259ec2d66c;1647271643.346399;1647271643.280488
209c0101e72f48fd8b7020bca839d22b;1647271643.348174;1647271643.280761
333965ec4e0b7d2ef1c43d16a01f072c;1647271643.354827;1647271643.281096
542d6636c4b2836f8b74cf4afa5a2f97;1647271643.358439;1647271643.281364
986f8c09240ef00a79620a5db1460010;1647271643.359604;1647271643.281564
246f0f7a12f67c13da10a6cdf0ff5fbc;1647271643.360629;1647271643.281829
27d5b6936632b241fc0f01b7048dd4e3;1647271643.361753;1647271643.282148
21a57895aa8ccaaf8c9fdc20c231663e;1647271643.362768;1647271643.282369
c8fece272adcaa99d1f188db43a0c365;1647271643.364218;1647271643.282576
6c9c5a4c2a55c2e4b3fa1596619692ea;1647271643.439699;1647271643.282795
a59f965e165dd209f5b32eca03fcabff;1647271643.443317;1647271643.283027
7b11264d49bfe39a08186e3f28062f66;1647271643.444566;1647271643.283306
91e0b51f28d7ddedaa51ca2c999db240;1647271643.445839;1647271643.283581
41e0cf1331546edad0e567c1ded9255d;1647271643.447254;1647271643.284543
fc73494a63e58fd6af2fd559a284997f;1647271643.459027;1647271643.284851
542d6636c4b2836f8b74cf4afa5a2f97;1647271643.463009;1647271643.285078
cdf062f76b472f311cf9d6ea1e58e2ec;1647271643.469217;1647271643.285289
563e135066ed44d0c2eb596623d68d41;1647271643.470663;1647271643.28553
209c0101e72f48fd8b7020bca839d22b;1647271643.471568;1647271643.285846
b1773c5ebecfead851e4c334b611258c;1647271643.472598;1647271643.28607
fc73494a63e58fd6af2fd559a284997f;1647271643.47608;1647271643.286349
b181c4bf1426ed11ce16417b0a4f2b07;1647271643.477255;1647271643.286554
596520758c10d8b5952b4ee477de8e87;1647271643.478647;1647271643.286788
246f0f7a12f67c13da10a6cdf0ff5fbc;1647271643.485429;1647271643.287022
d8377ea45c84e805df37c9259ec2d66c;1647271643.486424;1647271643.287271
f671e8e5c97137d29ae114f2f0f7b8f7;1647271643.487187;1647271643.287479
f6028a81160bce4dcfc313f3b4b6ecba;1647271643.490453;1647271643.287753
db7c3a4de39c67ad8b9611437a8a964e;1647271643.491516;1647271643.287958
a59f965e165dd209f5b32eca03fcabff;1647271643.492384;1647271643.288163
8eb3bcd1a8eab474f2f1a9943a007f3f;1647271643.493301;1647271643.289013
6308bbc701964ebabeadf7689c70a916;1647271643.560943;1647271643.289648
41e0cf1331546edad0e567c1ded9255d;1647271643.56158;1647271643.290215
41e0cf1331546edad0e567c1ded9255d;1647271643.562119;1647271643.290428
41e0cf1331546edad0e567c1ded9255d;1647271643.5626;1647271643.290687
8bc79340d509f688765f60eb3266c57c;1647271643.56309;1647271643.290949
d8377ea45c84e805df37c9259ec2d66c;1647271643.563575;1647271643.291233
63e03a3b1bb25531e92dde2618873193;1647271643.564301;1647271643.291471
91e0b51f28d7ddedaa51ca2c999db240;1647271643.566697;1647271643.291674
f6028a81160bce4dcfc313f3b4b6ecba;1647271643.567366;1647271643.291884
27d5b6936632b241fc0f01b7048dd4e3;1647271643.567924;1647271643.292175
3cbb2bb8015e4aa8d57a92227da379ff;1647271643.568423;1647271643.292434
209c0101e72f48fd8b7020bca839d22b;1647271643.572697;1647271643.292719
d82e6167335b69ba2d3a6694f18a5b35;1647271643.573367;1647271643.293005
f6028a81160bce4dcfc313f3b4b6ecba;1647271643.574055;1647271643.293297
8bc79340d509f688765f60eb3266c57c;1647271643.575022;1647271643.293621
8bc79340d509f688765f60eb3266c57c;1647271643.583061;1647271643.29381
563e135066ed44d0c2eb596623d68d41;1647271643.585329;1647271643.293969
63e03a3b1bb25531e92dde2618873193;1647271643.586502;1647271643.294149
333965ec4e0b7d2ef1c43d16a01f072c;1647271643.587955;1647271643.294324
41e0cf1331546edad0e567c1ded9255d;1647271643.588852;1647271643.294598
c6ac843639113a2b27ee0518247f75b1;1647271643.589934;1647271643.294933
8eb3bcd1a8eab474f2f1a9943a007f3f;1647271643.590628;1647271643.295399
db7c3a4de39c67ad8b9611437a8a964e;1647271643.591323;1647271643.295619
fc73494a63e58fd6af2fd559a284997f;1647271643.592231;1647271643.29583
209c0101e72f48fd8b7020bca839d22b;1647271643.592832;1647271643.296122
596520758c10d8b5952b4ee477de8e87;1647271643.593346;1647271643.296308
d82e6167335b69ba2d3a6694f18a5b35;1647271643.593842;1647271643.296506
542d6636c4b2836f8b74cf4afa5a2f97;1647271643.594358;1647271643.296681
be65c610c98e3df13af3aa1987609a6b;1647271643.594877;1647271643.296987
c8fece272adcaa99d1f188db43a0c365;1647271643.595435;1647271643.297406
209c0101e72f48fd8b7020bca839d22b;1647271643.59593;1647271643.298
