198652622079056401556936291648905910259;1640169204.547714;1640169204.552398
292005700020637756486584678936088435635;1640169204.548812;1640169204.553689
291651031791257940748811508935112819111;1640169204.549981;1640169204.554855
89367080411818203160344874681399844107;1640169204.551134;1640169204.555939
37684670094440643895009050884244880120;1640169204.552206;1640169204.557114
190407036243844860796069117483555882682;1640169204.55343;1640169204.558358
12361445079879388325014591432783137473;1640169204.5545;1640169204.55946
291651031791257940748811508935112819111;1640169204.55563;1640169204.560596
291651031791257940748811508935112819111;1640169204.556809;1640169204.561784
12361445079879388325014591432783137473;1640169204.558;1640169204.562935
283125923949858796566869416777874409104;1640169204.559105;1640169204.564076
106135754436952772075732674255845509398;1640169204.560199;1640169204.565218
37684670094440643895009050884244880120;1640169204.561512;1640169204.566492
129822940684081420042086694767459777107;1640169204.562675;1640169204.567661
161568292947407073982781606989038899883;1640169204.563879;1640169204.568841
252251394010327261406086272592218839081;1640169204.565167;1640169204.570103
99063282877739744862505746243229404754;1640169204.566332;1640169204.571273
125220107073659816755351381149559719329;1640169204.568173;1640169204.57246
282795380416928817958008335910134036546;1640169204.56941;1640169204.574327
178511697016808351327616902731190815818;1640169204.570642;1640169204.575593
178511697016808351327616902731190815818;1640169204.571793;1640169204.576767
99063282877739744862505746243229404754;1640169204.573041;1640169204.578002
22523633896086976774223123910138826163;1640169204.574339;1640169204.579242
141933301851417996854139496660270395438;1640169204.575454;1640169204.580399
118701187374449782693652986419892137890;1640169204.576666;1640169204.581644
319655018910971465398014188914455979678;1640169204.577879;1640169204.582815
99063282877739744862505746243229404754;1640169204.579011;1640169204.58397
62393976086117345927796553056441626102;1640169204.580156;1640169204.585138
9329718610615805965436035602719461717;1640169204.581736;1640169204.586728
99063282877739744862505746243229404754;1640169204.582978;1640169204.5879
198652622079056401556936291648905910259;1640169204.584195;1640169204.5891
178511697016808351327616902731190815818;1640169204.585437;1640169204.590387
282122906822468598841022189329431344857;1640169204.586574;1640169204.591548
40240430852127306733330025737075796401;1640169204.587751;1640169204.592738
190407036243844860796069117483555882682;1640169204.588945;1640169204.593961
62393976086117345927796553056441626102;1640169204.590161;1640169204.595121
282122906822468598841022189329431344857;1640169204.591333;1640169204.596345
328308871596461613090876500823014515522;1640169204.592577;1640169204.597548
106135754436952772075732674255845509398;1640169204.593782;1640169204.598771
118701187374449782693652986419892137890;1640169204.594974;1640169204.599982
9329718610615805965436035602719461717;1640169204.596206;1640169204.601148
99063282877739744862505746243229404754;1640169204.597383;1640169204.602401
